content,label,at                       
Top,1,13/11/2020 08:21                       
Tiap buka nih aplikasi pasti disuruh update dlu  kalau tidak update pasti gabisa dibuka..dahlah unintsall aja  cape lama lama...,-1,13/11/2020 08:27                     
Like,1,13/11/2020 08:53                       
Sangat burukkk,-1,13/11/2020 08:54                       
Manfaat,1,13/11/2020 08:55                       
Bisa bantu bgt tuk cek aktif /pindah paskes,1,13/11/2020 09:02                       
Lemotttt   tidak bisa buka aplikasi,-1,13/11/2020 09:07                      
Sangat membantu dan mempermudah penggunaan serta info yang aktual.,1,13/11/2020 09:37                       
Ok,1,13/11/2020 09:41                       
ok lah.,1,13/11/2020 09:50                       
Sangat membantu,1,13/11/2020 09:56                       
Sangat membantu,1,13/11/2020 10:55                       
Good,1,13/11/2020 11:02                       
Mantap,1,13/11/2020 11:08                       
Kenapa mobile JKN sekarang malah ribet dan tidak bisa diakses. kalau dulu bisa langsung masuk. Yang sekarang suruh login  giliran klik login katanya user name dan password belum terdaftar  giliran sudah masukin nomor bpjs dan klik daftar malah suruh login katanya nomor sudah terdaftar dan suruh login hadeeecchhh,-1,13/11/2020 11:13                    
Sistem aplikasi sangat payah!,-1,13/11/2020 11:16                       
Login saja susaaaah sekali  saya ingin memperbaharui data  tapi untuk login saya tidak pernah bisa,-1,13/11/2020 11:27                     
Aplikasi nya bagus sangat membantu banget,1,13/11/2020 11:42                      
Udah minta update mulu mana susah masuk nya.. Ampun ini aplikasi.. šŸ’©šŸ’© tuh update lagi ajah tiap buka.. Ampun,-1,13/11/2020 11:47                       
Sudah bagus,1,13/11/2020 12:03                       
Mantap,1,13/11/2020 12:24                       
Dokter selalu memberikan saran saran yang terbaik. Dan memberikan arahan ketika saya mempunyai riwayat penyakit  dan harus di rujuk apabila penyakit yang di derita menyangkut dokter spesialis. Dan cara menangani pasien dokternya ramah.,1,13/11/2020 12:28                      
ok,1,13/11/2020 12:28                       
mantepp,1,13/11/2020 12:36                       
Bukan untuk rakyat,-1,13/11/2020 12:39                       
aplikasi macam apa ini !!!! Login berkali kali cuma dapat pemberitahuan aplikasi tidak dapat di proses  JANGAN DIPERSULIT  KAMI MAU BAYAR  BUKAN GRATISAN !,-1,13/11/2020 13:45                    
Perbaiki lagi aplikasi nya masih belom layak di pkq ne. Sering eror,-1,13/11/2020 13:58                       
Aplikasi apaan ini...no ktp udah bener tp msh salah aja!! Yang bener donk kalau bikin apk!!,-1,13/11/2020 14:18                      
Jozz,1,13/11/2020 14:32                       
Sippp aja,1,13/11/2020 14:41                       
Padahal sudah diupdate.tp setiap buka minta diupdate lagi ini gimana ?daftar dah 3 bln tapi kartu belum juga datang.daftar mobile jkn tidak pernah berhasil.pakai WA juga jawabanya kuota penuh padahal daftarnya pagi.terus kalau mau pakai gimana caranya kalau kartu sebagai tanda buktinya tidak ada,-1,13/11/2020 15:17                       
Update nya berulang kali ngadat mulu. Mana maksa lagi..,-1,13/11/2020 15:38                       
Ok,1,13/11/2020 15:39                       
Dbuat login kok tidak bisa ya padahal sebelumnya saya udah pakaik mobile jkn.,-1,13/11/2020 15:41                       
App tidak guna .. Bikin pusing,-1,13/11/2020 16:05                       
Ada mslh dngn App BPJS atau ap nih.? Kenpa Loding tidak Henti?².???? Padahal Bayar tidak pernah Telat slalu di Perbaharui..,-1,13/11/2020 16:29                      
Gabisa klik apa apa terus aja tidak bisa di gunakan   jelek sama sekali tidak membantu !,-1,13/11/2020 16:32                      
kenapa saya yidak bisa ngisi nik ktp ya?,1,13/11/2020 17:07                       
eror mulu  aktivasi akun tidak bisa-bisa. Tolong diperbaiki pelayanan nya  berhubung dana yang digunakan adalah dana rakyat.,-1,13/11/2020 17:15                     
sibuk mengupdet,-1,13/11/2020 17:31                       
GAK GUNA,-1,13/11/2020 18:13                       
Buruk pelayanan di online .pelayanan di kantor di tutup bayar tetap berlangsung,-1,13/11/2020 19:43                       
Upgrade terus tapi tidak ada yang beda.. Ngabisin kuota aja,-1,13/11/2020 19:53                       
šŸ‘¨šŸ‘¨šŸ‘¨,1,13/11/2020 20:23                       
ok,1,13/11/2020 20:43                       
Sangat membantu & memberikan kemudahan,1,13/11/2020 21:15                       
Keseringan minta update....update terussss,-1,13/11/2020 22:37                       
1 aplikasi untuk semua aktivitas.,1,13/11/2020 23:26                       
aplikasi jelek.. nyusahin orang sakit,-1,13/11/2020 23:51                       
Baik,1,13/11/2020 23:52                       
Masa mau masuk tidak bisa2,-1,13/11/2020 23:53                       
Pembaruan bangke busuk eror terus  pihak pengembang gmn ini tolong dong di perbaiki segera gimana kalau saya urgent ke RS,-1,14/11/2020 00:01                      
Tial buka selalu harus update ...,-1,14/11/2020 00:30                       
"Saya mau daftar aktivasi akun, tapi ada masalah ketika memasukan nomor telepon. Ada tulisan ""FITUR INI DITUTUP UNTUK SEMENTARA WAKTU DAN AKAN DIBUKA PADA 04 NOVEMBER 2020 09:00"" halooo... Sekarang tgl 04 november 2020 pkl 14:19 Tolong lebih diperhatikan lagi, sangat disayangkan app yang harusnya banyak membantu dn memudahkan peserta malah dibikin ruwet. Review dr pengguna juga jelek2 krn app tidak berfungsi dg baik",-1,14/11/2020 00:48                       
KENAPA HARUS DI UPDATE TERUS TIAP DI BUKA MOBILE JKN ?,-1,14/11/2020 01:21                       
Mohon tiap kali mau masuk app untuk tidak harus di up,-1,14/11/2020 01:23                       
Ini aplikasi setiap mau membuka mesti di update padahal seminggu yang lalu di updatešŸ˜‡,1,14/11/2020 01:37                       
Membantu peserta bpjs lebih mudah,1,14/11/2020 01:46                       
Hapus aja aplikasi  eror terus tiap di pakai....,-1,14/11/2020 01:49                      
Bagus,1,14/11/2020 02:18                       
Aplikasi muter'' tolong di perbaiki servernya dong .dtang ke kantor langsung di suruh online..pas online kok lemot ..,-1,14/11/2020 02:22                     
Sangat membantu,1,14/11/2020 02:22                       
šŸ‘¨šŸ‘¨šŸ‘¨,1,14/11/2020 02:55                       
tidak bisa akses,-1,14/11/2020 03:18                       
Oke,1,14/11/2020 04:39                       
Masa berpuluh2 kali login lewat aplikasi ini tidak bisa2  sebenernya bukan salah tp aplikasi anda yang eror ..!? Aplikasi tidak berguna,-1,14/11/2020 04:42                     
Aplikasi jelek banyak masalah gabisa simpan no,-1,14/11/2020 04:50                       
Udah diupdate ttp gabisa buka,-1,14/11/2020 04:54                       
Ok,1,14/11/2020 04:55                       
šŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨,1,14/11/2020 05:07                       
Aplikasi ini cukup membantu,1,14/11/2020 05:47                       
Buat yang katanya aplikasi eror lah tidak bisa dibuka lah  coba pakai trik saya  mandi dulu yang bersih jugan lupa pakai baju dan silahkan diakses lagi  selamat mencoba!,1,14/11/2020 06:06                    
TIAP BUKA APLIKASI MESTI MINTA UPDATE MULU  SELALU eror GAPERNAH BENER. TOLONG DONG BPJS KAN YANG IURAN BPJS ITU BANYAK  APA tidak BISA BAYAR ORANG IT KOMPETEN BUAT BIKIN APLIKASI YANG LEBIH PROPER?,-1,14/11/2020 06:13                     
šŸ˜?,-1,14/11/2020 06:27                       
Aplikasi yang sangat bermanfaat dan cocok tiada kendala di hp saya,1,14/11/2020 06:29                       
ga berguna updet tiap minggu sama aja tidak ada perubahan,-1,14/11/2020 06:33                       
Email di akun jkn saya kok berubah sendiri kan aneh gimana cara merubah nya,-1,14/11/2020 06:35                       
sulit daftar,1,14/11/2020 06:55                       
Ni aplikasi slalu mnta di perbaharui terus....smpe bosen saya perbaharuinya dn trakhir di perbaharui kemarin dan setelah di perbaharui malah tidak bisa di buka sma sekali. Sbenarx ini aplikasi msih bisa di gunakan apa tidak si?,-1,14/11/2020 07:06                       
Normal kembali setelah lm tidak bisa dibuka,1,14/11/2020 07:13                       
Rapih,1,14/11/2020 07:31                       
Aplikasi yang payah giliran mu di pakai mlh loading tidak jls udah nunggu lama mlah yang muncul gagal&gagal lagi di perbaiki dong ini aplikasi lyanan masyrakt msa klah ma aplikasi games ank sd,-1,14/11/2020 07:52                     
Ok,1,14/11/2020 08:00                       
Sangat membantu sekali,1,14/11/2020 08:12                       
hapus ajalah..masa mau login aja susah bnget. salah emaillah..salahusernamelahh..salah capcalah...samoe cape ngetiknya salah mulu..šŸ˜”šŸ˜”,-1,14/11/2020 08:38                       
Susah sekali di buka nya. Satu kali klik nunggu setengah jam buat kbuka. Pdhl jaringan internet bagus,-1,14/11/2020 08:42                       
Top,1,14/11/2020 09:03                       
JKN Jangan Kau dowNload Itulah arti JKN,-1,14/11/2020 09:08                       
Jangan di download nyesel deh di bohongin,-1,14/11/2020 09:40                       
inalilahi,-1,14/11/2020 09:43                       
Ketika proses pendaftaran selalu gagal,-1,14/11/2020 09:50                       
Sangat membantu masyarakat kecil. Memudahkan untuk berobat .terima kasih Jkn . .,1,14/11/2020 09:50                       
Aplikasi server lemah  sulit bahkan untuk daftar kl tidak siap aplikasi lebih baik tidak usah di buat aplikasinya,-1,14/11/2020 10:09                      
Aplikasi tidak mutu nyurus registrasi tapi tidak ada yang bisa di hubungi aplikasi tidak bisa trs,-1,14/11/2020 10:14                       
Good,1,14/11/2020 10:27                       
update terusss,-1,14/11/2020 10:41                       
Bingung sama aplikasi ini nomor krtu belum terdaftar jelas?² bulan 4 saya pakai bpjs punya saya buat lahiran bisa ini buat nambahin anggota kenapa belum terdaftar belum terdaftar tidak jelas bikin emosi ajh,-1,14/11/2020 10:45                       
Sangat bagus dan simple bisa cek dimana ajah.,1,14/11/2020 10:46                       
terlalu sering update,-1,14/11/2020 10:47                       
Mantul,1,14/11/2020 10:53                       
Aplikasinya jelek banget susah akses.. Sedikit-sedikit minta di perbarui...šŸ˜?šŸ˜?šŸ˜?,-1,14/11/2020 11:18                       
Aplikasi menyebalkan sama sekali tidak membantu,-1,14/11/2020 11:22                      
Aplikasi susah di jalankan banyak sistem yang eror.,-1,14/11/2020 11:29                       
ora iso di bukak imel slh terus pdhl bner,-1,14/11/2020 11:49                       
Aplikasi ini perlu perbaikan karena tidak bisa di pakai,-1,14/11/2020 12:01                       
Ok,1,14/11/2020 12:16                       
Bagus,1,14/11/2020 12:40                       
alkhamdulillah,1,14/11/2020 12:45                       
Ok mntaapp,1,14/11/2020 12:53                       
"Jarang Pakai tapi di suruh Update terus... Kalau mau cari UNTUNG jualan di PASAR...itu pun belum tentu. Jangan mikir sendiri. Saran Saya "" kalau sebagai PELAYAN Publik, Jangan Buat PELANGGAN Kecewa""",-1,14/11/2020 13:03                       
update muluuu!!,-1,14/11/2020 13:08                       
Update teros tidak da bedanya,-1,14/11/2020 13:24                       
Aplikasi apaan nih tidak bisa dipake. Payah,-1,14/11/2020 13:28                       
Update mulu..ribet,-1,14/11/2020 13:29                       
Loadingnya lama banget cuy  ini aplikasi dipakai seluaruh rakyat indonesia loh masa pelayanannya begini! kalau ada bintang setengah gua ogah ngasih bintang 1,-1,14/11/2020 13:54                      
mantapp,1,14/11/2020 13:58                       
Nyoba,1,14/11/2020 14:36                       
Ok,1,14/11/2020 14:39                       
Pea nih BPJS kesehatan aplikasi,-1,14/11/2020 14:48                       
Bagus sangat membantu sekali,1,14/11/2020 15:04                       
Masih banyak masalah dan kendala di aplikasi...,-1,14/11/2020 15:22                       
Berapa kali saya bukan tidak bisa tolong dibantu,-1,14/11/2020 15:24                       
Bagus,1,14/11/2020 15:36                       
Ini aplikasi sering banget minta update.. Ketimbang aplikasi whatsapp  line  wechat  telegram  ini yang paling sering saya di minta update....,-1,14/11/2020 16:01                   
Mau daftar susah y minta ampun,-1,14/11/2020 16:02                       
Mohon aplikasinya banyak bug susah buat masuk tolong di update lagi supaya lebih cepat terima kasih,-1,14/11/2020 16:50                       
"Apa""an ini, saya kok jadi tidak bisa cek kartu KIS, saya daftar ulang (sukses) terus nyuruh login, tpi pas login masih bilng belum terdaftar,,, kecewa",-1,14/11/2020 16:53                       
Hadeuuh.. mau daftarin nenek aja susah bener pdhal tinggal verifikasi sms gagal mulu  ya begini bikin indonesia tidak maju2  layanan online plat merah tidak bener semua  buang itu tukang IT-nya  impor dari luar negeri  gpp tidak usah malu kenyataannya emang tidak becus,-1,14/11/2020 17:00                  
Pendaftaran selalu gagal  dicoba lagi dicoba lagi dan dicoba lagi. jadinya verifikasi nomor hp nya berulang-ulang dan nyedot pulsa lagi tuk kode otogel.. Kira?² sudah berapa pulsa yang sudah disedot dari orang ?² kek kita nih..?? Ntr saya beli pulsa 100rb juga habis kali buat cb pendaftaran yang gagal terus,-1,14/11/2020 17:20                      
Ok,1,14/11/2020 18:20                       
aplikasi nya kaya tai! Lagi genting kaya gini malah gabisa masuk?² terus,-1,14/11/2020 20:58                       
Aplikasi paling jelek tidak dapat membantu yang mencari informasi kepesertaan aktif atau tidak..,-1,14/11/2020 23:07                       
Baguspelayanannya....šŸ‘¨šŸ‘¨šŸ‘¨,1,14/11/2020 23:16                       
malu2-in ini aplikasi. dan bikin kesalahan yang sama  tidak bisa di buka minta up  dah di up transaksi gagal coba lgi terus gtu  apa gada yang kompeten di bidang IT gtu dri pihak bpjs  soapnya ini aplikasi gada perubahan,-1,14/11/2020 23:59                   
Sangat susah menghubungi via layanan ini  sepertinya  enakan ketemu langsung  jelas dan cepat seperti sebelum memakai layanan ini. .belum lagi jatingan nya yang lemot,-1,15/11/2020 00:14                    
aplikasi nya tidak bisa di buka. sangat buruk lemot . padahal kondisi nya sudah terdesak mau benerin BPJS jadi tidak bisa gimana ini penanganan nya ..,-1,15/11/2020 00:42                       
Aplikasi jelek. Registrasi di hp sudahnya minta ampun.,-1,15/11/2020 00:52                       
Jelek aplikasinya sedikit2 minta di updet udah seperti game aja,-1,15/11/2020 01:00                       
Ok,1,15/11/2020 01:20                       
Gua daftar waa belom selesai  keburu app JKn nya eror  tapi kenapa gua udah terdaftar  terus noner BPJS gua mana Woy,-1,15/11/2020 01:32                    
Aplikasi rusak ... aplikasi rusak.... Tidak bisa berkata apa-apa lagi....,-1,15/11/2020 01:35                       
Sangat memuaskan,1,15/11/2020 01:42                       
mantap.. sangat membantu sekali  semoga kedepanya nomor buffering,1,15/11/2020 01:59                      
Percum juga update...malah tidak bisa dibuka tolonglah diperbaiki.,-1,15/11/2020 02:06                       
Burukk...lola sekali,-1,15/11/2020 02:51                       
"Aplikasinya eror apa gimana ya, sekelas jkn kg begini, tiap buka muncul tulisan ""transaksi tidak bisa di lakukan sekarang, silahkan coba beberapa saat lagi"" gituu terus ampe jempol kesemutan.",-1,15/11/2020 02:55                       
Aplikasi jellekk bangettt....,-1,15/11/2020 03:08                       
baru kemarin tgl 7 nov update skrmg udah disuruh update lagi-_-,-1,15/11/2020 03:22                       
Semua ulasan kok tidak ada yang baik dg aplikasi ini  konon yang mengelola pemerintah yang semua fasilitasnya dibeli dari pajak masyarakt kok tidak ada ulasan untuk membantu masyarakat y cok !?,-1,15/11/2020 04:26                      
Saya mau daftar tapi setelah dimasukan nomor verifikasi kok malah kembali lagi ke awal  bukanya masuk.ngabis ngabisin pulsa aja.,-1,15/11/2020 04:47                    
Gimana si? Log in kok gabisa bisa!!!! Padahal udah bener semua!,-1,15/11/2020 04:57                       
"Kenapa selalu ""Transasksi tidak bisa dilakukan"" terus? Bukan mempermudah malah mempersulit",-1,15/11/2020 05:02                       
Keseringan minta update. kalau tidak diturutin tidak bisa login. Setelah update harus masukin pw dulu lagi. Ribet amat sih hidup lowh pada!,-1,15/11/2020 06:17                       
Ternyata benar yang direview banyak orang disini. Aplikasi ini bener2 lemot. Belum layak di publikasikan. Apalagi dibuka pada saat jam2 kantor. Lemotnya minta ampun. Selalu eror. Aplikasi sampah! Masyarakat dipaksa bayar tiap bulan  tapi buat aplikasi gini aja tidak mampu.,-1,15/11/2020 06:26                      
Aplikasi menyusahkan   eror teruss .,-1,15/11/2020 06:34                      
Mantap..,1,15/11/2020 07:10                       
Sangat membantu sekali. Cukup 2 kata  ( Luar Biasa ),1,15/11/2020 07:22                      
Ok,1,15/11/2020 07:27                       
Tidak bisa di akses,-1,15/11/2020 07:42                       
Terlalu berat ....... šŸ‘ŒšŸ˜‰šŸ‘?,-1,15/11/2020 07:50                       
mantap,1,15/11/2020 07:54                       
Tiap bulan bayar  pas dipakai ribet anyink,-1,15/11/2020 07:55                      
Emg gajelas nih apk  coba perbaiki Tek kesel gua mau login susah bener sat,-1,15/11/2020 08:01                      
aplikasi GOBLOG tidak BISA LOGIN,-1,15/11/2020 08:34                       
Mempersulit apa mempermudah? Eror terus aplikasi !,-1,15/11/2020 09:14                       
Miris  aplikasi yang dikembangkan oleh pemerintah kita dengan anggaran yang tidak sedikit tapi tidak berfungsi secara optimal.. Banyak bug dan kesalahan koneksi server namun tak kunjung mendapatkan perbaikan. Sudah dari 2 minggu yang lalu saya login aplikasi dan mau menampilkan form layout Kartu Anggota tapi selalu tidak bisa. Badan Penyeltidakra Jaminan Sosial  tapi lambat dalam menanggapi isu aplikasi dan media sosial. Saya harap cepat diberikan tanggapan dan segera diperbaiki.,-1,15/11/2020 09:16                     
Agak susah mau masuk tolong di perbaiki lg,-1,15/11/2020 09:30                      
Ini aplikasi bener2 gila update  terlalu sering update,-1,15/11/2020 09:39                      
Aplikasi ini bnr bnr sistemnya jelek,-1,15/11/2020 09:42                       
Menyusahkan masyarakat karena ketidaksiapan aplikasi... tolong jangan mementingkan diri sendiri.. lebih sigap doang demi masyarakat... tanggung jawab anda untuk rakyat...,-1,15/11/2020 09:52                       
Gimana mau tertib.. mo ubah data kepesertaan ke kantor bpjs tutup krna wfh malah disuruh online  ketika online aplikasinya tidak berfungsi sebagaimana mestinya. Jadi siapa yang salah ? yang dirugikan pasti kita rakyat krna harus bayar tunggakan karena off dan tidak bisa update data,-1,15/11/2020 09:53                      
Aplikasi SAMPAH buatan era Jokowi . Developernya pada mabok lem ya ? Udah update bukannya tambah bagus malah tambah bobrok ! Dibuka lelet sekali   mau bayar pun tidak bisa   akhirnya mau berobat pun tidak bisa karena kepesertaan nonaktif ! OMG   RUGI saya bayar ke kalian dasar KORUPTOR ! Dengan lelet begini   duit kita kalian makan ya buat buncitin perut ?! Saya sungguh sangat menyesal jadi orang indonesia . Semua serba aneh seperti ini   bahkan pelayanan kesehatannya pun !,-1,15/11/2020 10:32                  
bermanfaat,1,15/11/2020 10:34                       
Ok good,1,15/11/2020 10:34                       
Program banyak bug nya... parahhhh sekali.. Tiap proses lanjut pasti ada notif tunggu beberapa saat. sudah coba ratusan kali tetap tidak bisa sampe selesai.. gimana mau daftar... parah kecewa berat,-1,15/11/2020 10:34                       
Sangat bagus,1,15/11/2020 10:36                       
Sangat membantu masyarakat program sperti ini semoga kedepanya tetap baik dan tambah lebih sempurna  dan nomor 1 bagi masyarakat,1,15/11/2020 10:49                      
Parah. Mau daftar selalu gagal.,-1,15/11/2020 11:03                       
šŸ‘¨,1,15/11/2020 11:11                       
Repot banget ya. Tiap dibuka harus terus ..... Capek deh,-1,15/11/2020 11:49                       
"Mohon tingkatkan lagi aplikasi nya...banyakan update tapi muter2 bae katanya "" transaksi anda tidak dapat di proses"" haduuuhh tolong deh developernya please atasi...masa kalah sama punya swasta",-1,15/11/2020 12:23                       
aplikasinya jelek dikit dikit update ngolokin kuota,-1,15/11/2020 12:29                       
Aplikasi buruk payah,-1,15/11/2020 12:51                       
Parah bngt muter mulu ..,-1,15/11/2020 12:53                       
Terlalu sering Upgrade,-1,15/11/2020 13:12                       
bagus,1,15/11/2020 13:12                       
Minta update teruuuussss,-1,15/11/2020 13:46                       
Good,1,15/11/2020 14:06                       
Bagus,-1,15/11/2020 14:12                       
Makasih saya sudah bisa lagi makek aplikasi Mobile JKN. sangat membatu apa bila di perlukan...šŸ‘¨šŸ‘¨šŸ‘¨,1,15/11/2020 14:17                       
"kenapa susah untuk registrasi tatap muka tidak bisa suruh download aplikasi ini mlah susah gmana saya harus bayar gimana saya mw pakai kalau gni plis perbaiki orang"" butuh BPJS tidak semua orng bisa bayar rumah sakit",-1,15/11/2020 14:23                       
Membantu croscek pembayaran,1,15/11/2020 14:24                       
Aplikasi apaan ini  aplikasi belum sempurna  di akses juga sulit masuknya  Buat aplikasi itu yang bener baru di publikasikan..,-1,15/11/2020 14:27                    
Seharusnya bukan bintang 1.. Tapi minus 5,-1,15/11/2020 14:37                       
kalau Di download loading terus???,-1,15/11/2020 14:37                       
Aplikasi apaan semakin kesini semakin bobrok versi pertama download susah di buka  diperbarui bagus di perbarui lagi malah hancur.sebenarnya niatan menjalankan Indonesia sehat itu sungguh 2 tidak sich...?,-1,15/11/2020 14:42                     
Terus aja update padahal baru kmrn update,-1,15/11/2020 14:48                       
Sangat kecewa  setiap kali membuka aplikasi  selalu minta di update  padahal sudah di update berkali-kali  tetap saja tidak bisa masuk ke aplikasinya  tolong benar-benar diperbaiki dan diupayakan untuk kenyamanan bersama !!!,-1,15/11/2020 15:01                  
Keseringan update,-1,15/11/2020 15:20                       
Mw login susah amat,-1,15/11/2020 15:21                       
Kedepannya lebih membantu,1,15/11/2020 16:08                       
Ok,1,15/11/2020 16:34                       
Update terus,-1,15/11/2020 16:55                       
Sangat tidak berguna,-1,15/11/2020 16:55                       
semoga kedepannya pelayanannya semakin mantap,1,15/11/2020 17:03                       
Parahhh...,-1,15/11/2020 17:09                       
ini aplikasi nya yang jelek apa ktp saya belum di update tapi saya udah cek ke call center dukcapil ktp dan kk saya telah di update tapi kenapa setiap saya log in tidak bisa masuk selalu ada tulisan nomor nik belum di update . tolong lah admin jangan kaya gini saya sangat butuh bpjs šŸ˜­ tolong di jawab admin siapa pun tolong jawab gimana cara nya daftar yang benar šŸ˜­,-1,15/11/2020 18:00                       
jadi lebih praktis lagi keren deh MOBILE JKN šŸ‘¨,1,15/11/2020 18:01                      
Gimana ini mau daftar peserta baru langsung ke kantor bpjs nya tidak bisa kata nya lewat aplikasi daftar peserta baru nya tapi tidak bisa juga harus lewat apa ini,-1,15/11/2020 19:17                       
Mempersulit aja šŸ˜”,-1,15/11/2020 19:24                       
Jauh2 ke kantor bpjs cuma suruh download aplikasi bgni pas udah download tidak bisa aktivasi akun gimana sih...ga bisa memasukan nomor hp dan email saat aktivasi akun slalu cobalah beberapa saat lagi sudah 2 hari slalu bgtu...kalau ada bintang nol saya kasih bintang nol...mnjengkelkan. Tolong perbaiki,-1,15/11/2020 19:27                       
Mw aktivasi akun tidak bisa  kendala saat input nomor hp penberitahuan menunggu terus.. mohon perbaikan gih?..,-1,15/11/2020 19:30                      
benerin aplikasinya  biar tidak pending terus,-1,15/11/2020 21:01                      
Sangat bagus,1,15/11/2020 21:38                       
Loading lamaa,-1,15/11/2020 22:15                       
Good,1,15/11/2020 22:17                       
Tidak bisa di akses,-1,15/11/2020 23:46                       
Kagak bisa aktivasi akun  kalau ada ini aplikasi saya kasih bintang -100,-1,16/11/2020 00:03                      
kenapa y loding mulu,1,16/11/2020 00:23                       
New user,1,16/11/2020 00:32                       
BJPS anak saya di nonaktifkan  mohon penjelasan nya  maksudnya apa?,-1,16/11/2020 00:50                     
Ini aplikasi sangat membantu pokoknya mantul,1,16/11/2020 00:52                       
Ini aplikasi penting tapi kenapa banyak kendala  setelah update malah tidak bisa login  para tim development coba di tindak lanjuti masalah ini karena sangat sangat mtidaknggu ..,-1,16/11/2020 01:04                     
Keren,1,16/11/2020 01:20                       
Oke,1,16/11/2020 01:21                       
šŸ‘¨,1,16/11/2020 01:31                       
Wooy kalau buat aplikasi yang bener dong masa nomor dan data udah bener tidak bisa di buka anjim bener nich aplikasi,-1,16/11/2020 01:47                      
Sangat membantu,1,16/11/2020 01:56                       
bgst tidak bisa daftar,-1,16/11/2020 02:51                       
kalau tidak bisa dipakai   mending aplikasinya dihapus saja. orang pada butuh penting kasian apa gunanya aplikasi eror terus padahal kuota banyak sinyal memadai.,-1,16/11/2020 03:06                      
Loading nya lelet mau pakai wifi atau pun kuota. Sinyal lancar juga tidak bisa buka aplikasi. Tolong lah hargai pengguna dengan pelayanan yang baik. Udah ribet malah susah dibuka. Kapan indonesia mau maju,-1,16/11/2020 03:15                       
Pantatlah... Lupa password  lupa e-mail malah tidak bisa daftar lagi.,-1,16/11/2020 03:20                      
Mantap,1,16/11/2020 03:29                       
Aplikasi ny tidak bner   masa ea dari td buka jaringan ny tidak ada pd hal pakait saya ada   jaringan full   buka tidak bisa coba bbrapa saat lagi dr td    tolong dong di bnerin jngn smpai aplikasi ini di sebut aplikasi abal abal    ,-1,16/11/2020 03:36        
Tolong diperbaiki lagi aplikasinya untuk mempermudah penggunanya bukan malah nambah nyusahin penggunanya macam ni  ,-1,16/11/2020 03:38                     
Susah loginnya bikin pusing  mana ngambil kartu aja dipersulit  lama lama saya balik ke umum lagi.,-1,16/11/2020 03:43                     
Buat aplikasi yang efisien dan cepat diakses Hanya login saja susahnya minta ampun Tidak buka dalam waktu lama harus login kembali Mohon secepatnya diperbaiki kasihan yang mau pakai aplikasi ini seindonesia Terima kasih,-1,16/11/2020 03:44                       
Semakin ok,1,16/11/2020 03:45                       
Ok,1,16/11/2020 03:53                       
Perbaharuan mulu,-1,16/11/2020 04:14                       
Good,1,16/11/2020 04:17                       
Mantap,1,16/11/2020 04:21                       
Tolong dong. Saya mau lahiran butuh BPJS saya daftar berkali2 tidak bisa. Buat apa suruh daftar online kalau tidak bisa bener mengecewakan,-1,16/11/2020 04:24                       
Aplikasi perlu lebih byk perbaikan.,-1,16/11/2020 04:27                       
eror teruuuusssss!,-1,16/11/2020 04:33                       
Kudu extra sabar buka ma gunain aplikasi inii,1,16/11/2020 04:44                       
Memuaskan pelayanan ramah dan cepat,1,16/11/2020 04:51                      
Entah efek dikorup atau gimana . App ini sangat membantu untuk lebih menyusahkan pengguna BPJS. Selalu Lemot. Eror. Mau daftar pelayanan susah. Datang ke faskes langsung susah. sama sama LAMA. terima kasih.,-1,16/11/2020 04:59                       
Pengalaman saya menggunakan aplikasi ini? Sama dengan yang lainnya,-1,16/11/2020 05:19                       
Semoga pelayanan lebih baik,1,16/11/2020 05:26                       
Update terussss ajaa. Kan punyaa lo ini app,-1,16/11/2020 05:33                       
Tolong pihak BPJS jangan seenaknya motong saldo dari rekening sembarangan,-1,16/11/2020 05:36                       
Sebetulnya niat tidak sih tim ITE-nya?,-1,16/11/2020 06:41                       
D buka sering tidak bs.. Pdhl jaringn full.. baru saya sudah bayar di blng belum bayar.. yang bnr kalau buat apk..,-1,16/11/2020 06:57                       
Sangat membantu,1,16/11/2020 07:04                       
Niat tidak sih bikin aplikasi susah banget di gunakan nya,-1,16/11/2020 07:05                       
Gagal paham,-1,16/11/2020 07:12                       
Terima kasih,1,16/11/2020 07:51                       
Good,1,16/11/2020 09:04                       
Sering bug...,-1,16/11/2020 09:05                       
Aplikasi tidak ada otak sama tidak punya akhlak,-1,16/11/2020 09:06                       
Sangat buruk sekali aplikasi ini  lelet mintak ampun baru kali ini saya pakai aplikasi seperti gini,-1,16/11/2020 09:16                      
Untuk perubahan data tidak dapat digunakan. Slalu keluar tanpa ditekan menu keluar. Mohon diperbaiki aplikasinya agar kami mudah menggunakannya. terima kasih,-1,16/11/2020 09:16                       
Sangat bagus,1,16/11/2020 09:40                       
Susah login,-1,16/11/2020 09:40                       
Masa setiap update login lagi.,-1,16/11/2020 09:43                       
Aplikasi tolol nya minta ampun terus aja transaksi belum dapat di proses  ..,-1,16/11/2020 10:14                     
Bagus,1,16/11/2020 10:19                       
Semakin bagus dan membantu. Sekarang sudah bisa daftar online jadi tidak perlu terlalu antre. Sukses ya developer!,1,16/11/2020 10:24                       
Server Butut jelek,-1,16/11/2020 10:24                       
Sangat bagus,1,16/11/2020 10:33                       
Tolong ketebatasan obat y,1,16/11/2020 10:35                       
Ok,1,16/11/2020 10:42                       
Infonya jelas,1,16/11/2020 10:59                       
